orderid,dateid,countryid,categoryid,amount
1260,5,48,3,6330
1261,5,56,3,4864
1262,5,20,2,2439
1263,5,50,1,3870
1264,5,21,3,788
1265,5,47,5,6699
1266,5,19,3,2568
1267,5,13,2,5755
1268,5,42,2,4544
1269,5,21,1,6508
1270,5,46,1,3975
1271,5,13,5,7129
1272,5,11,2,1306
1273,5,5,3,7697
1274,5,53,5,4295
1275,5,21,2,5986
1276,5,14,1,3616
1277,5,28,1,3138
1278,5,29,2,3727
1279,5,38,5,2498
1280,5,55,2,1289
1281,5,44,1,422
1282,5,41,5,7326
1283,5,24,1,4584
1284,5,51,1,2029
1285,5,46,5,5218
1286,5,9,5,6864
1287,5,6,4,3272
1288,5,18,1,6413
1289,5,52,1,2543
1290,5,54,3,2073
1291,5,30,2,7267
1292,5,32,4,469
1293,5,36,4,182
1294,5,36,2,7575
1295,5,19,5,1885
1296,5,10,3,5430
1297,5,18,4,2467
1298,5,49,5,2647
1299,5,47,4,2858
1300,5,34,2,3440
1301,5,50,3,1091
1302,5,15,3,4107
1303,5,54,5,6125
1304,5,2,5,6794
1305,5,44,4,5635
1306,5,19,4,7595
1307,5,37,4,6266
1308,5,48,5,5308
1309,5,27,1,215
1310,5,30,5,7943
1311,5,30,4,6942
1312,5,29,5,6687
1313,5,49,1,1503
1314,5,50,4,2539
1315,5,35,5,3419
1316,5,29,3,4741
1317,5,16,4,5354
1318,5,28,5,2205
1319,5,56,5,6795
1320,5,18,3,7472
1321,5,51,4,3374
1322,5,54,4,4071
1323,5,16,1,993
1324,5,45,3,6450
1325,5,4,2,5630
1326,5,42,3,7648
1327,5,10,1,2649
1328,5,33,4,4690
1329,5,4,5,1063
1330,5,14,4,5705
1331,5,42,5,2441
1332,5,8,3,5389
1333,5,8,5,3986
1334,5,15,2,3170
1335,5,6,1,4617
1336,5,48,4,1369
1337,5,43,5,5518
1338,5,47,2,6358
1339,5,23,5,1462
1340,5,7,5,7163
1341,5,14,5,5285
1342,5,42,1,7922
1343,5,37,5,2156
1344,5,38,3,4978
1345,5,20,1,4539
1346,5,38,1,3495
1347,5,19,2,778
1348,5,56,1,6159
1349,5,38,4,1419
1350,5,34,1,2152
1351,5,33,3,241
1352,5,52,2,4968
1353,5,39,5,7609
1354,5,25,3,2913
1355,5,51,2,7858
1356,5,22,3,2437
1357,5,29,1,3488
1358,5,12,3,5047
1359,5,21,4,6993
1360,5,35,2,1440
1361,5,37,1,3585
1362,5,40,5,2681
1363,5,34,5,2803
1364,5,25,4,1916
1365,5,11,1,812
1366,5,51,3,1232
1367,5,54,2,5330
1368,5,33,1,5900
1369,5,34,4,828
1370,5,36,3,7309
1371,5,12,5,6734
1372,5,44,3,4161
1373,5,26,5,1821
1374,6,32,3,3631
1375,6,37,1,2364
1376,6,24,4,4059
1377,6,24,3,7750
1378,6,13,3,8000
1379,6,49,3,2436
1380,6,24,2,2328
1381,6,49,1,377
1382,6,23,2,6246
1383,6,31,5,204
1384,6,27,1,2747
1385,6,43,1,1666
1386,6,7,1,7840
1387,6,36,5,560
1388,6,44,2,6145
1389,6,39,1,3205
1390,6,30,1,1615
1391,6,48,5,6801
1392,6,31,3,651
1393,6,46,3,4064
1394,6,6,3,509
1395,6,42,3,3127
1396,6,19,4,6403
1397,6,20,2,1630
1398,6,40,5,6725
1399,6,35,2,5382
1400,6,19,2,268
1401,6,51,2,436
1402,6,20,1,7183
1403,6,45,5,1638
1404,6,24,1,1380
1405,6,45,4,7726
1406,6,3,3,3668
1407,6,41,3,6000
1408,6,1,3,833
1409,6,20,4,4093
1410,6,2,4,7557
1411,6,8,1,2518
1412,6,51,5,3516
1413,6,16,1,4781
1414,6,43,2,2439
1415,6,1,4,3442
1416,6,56,4,4659
1417,6,22,4,2494
1418,6,17,3,5569
1419,6,32,5,63
1420,6,2,2,5725
1421,6,6,2,3141
1422,6,55,3,5499
1423,6,22,5,529
1424,6,13,5,7177
1425,6,17,1,7156
1426,6,8,3,4721
1427,6,10,1,288
1428,6,36,3,2609
1429,6,25,3,4398
1430,6,4,5,1575
1431,6,18,5,2528
1432,6,40,2,2385
1433,6,35,1,1299
1434,6,47,3,6705
1435,6,20,3,2942
1436,6,4,4,2798
1437,6,12,3,3974
1438,6,32,1,795
1439,6,55,2,2746
1440,6,15,1,3499
1441,6,30,3,4693
1442,6,10,3,7460
1443,6,16,2,6764
1444,6,23,5,1207
1445,6,8,2,3074
1446,6,2,1,5518
1447,6,52,1,3296
1448,6,39,3,567
1449,6,30,5,6308
1450,6,5,4,6946
1451,6,49,4,5511
1452,6,23,4,1938
1453,6,24,5,2414
1454,6,11,5,6229
1455,6,46,1,4784
1456,6,55,1,6792
1457,6,28,5,4555
1458,6,38,5,5164
1459,6,43,5,3970
1460,6,54,1,5718
1461,6,41,5,6076
1462,6,29,4,1842
1463,6,5,3,7167
1464,6,15,5,4563
1465,6,31,4,6573
1466,6,15,3,4434
1467,6,25,2,6775
1468,6,51,4,7510
1469,6,25,5,3988
1470,6,50,1,818
1471,6,23,3,1920
1472,6,51,3,5179
1473,6,19,1,612
1474,6,38,1,1887
1475,6,34,2,3910
1476,6,52,5,7125
1477,6,6,4,4643
1478,6,36,1,6122
1479,6,14,2,7349
1480,6,17,4,4809
1481,6,21,1,392
1482,6,34,4,2986
1483,6,6,5,4302
1484,6,26,1,6362
1485,6,3,5,2126
1486,6,41,4,3749
1487,6,54,2,2188
1488,6,34,3,6109
1489,6,20,5,2233
1490,6,54,4,4203
1491,6,54,5,1235
1492,6,50,3,2740
1493,6,5,1,4861
1494,6,49,5,2953
1495,6,10,5,4056
1496,6,13,4,4514
1497,6,12,1,6017
1498,6,15,4,7529
1499,6,26,4,7764
1500,6,48,4,6981
1501,6,37,3,6554
1502,6,34,5,6420
1503,6,23,1,5062
1504,6,28,3,853
1505,6,38,4,2670
1506,6,48,3,5782
1507,6,9,1,2619
1508,6,38,3,4636
1509,6,50,2,1067
1510,6,11,3,132
1511,6,44,5,4792
1512,6,35,5,6435
1513,6,3,1,2519
1514,6,27,5,3686
1515,6,8,5,3843
1516,6,2,3,1964
1517,6,26,3,7371
1518,6,35,3,803
1519,6,16,4,6243
1520,6,13,2,3876
1521,6,22,1,1367
1522,6,36,4,6083
1523,6,46,2,4426
1524,6,13,1,1088
1525,6,55,4,5149
1526,6,53,5,2078
1527,6,40,1,1363
1528,6,18,1,4786
1529,6,22,3,1400
1530,6,43,3,6098
1531,6,9,5,2860
1532,6,30,4,309
1533,6,2,5,2069
1534,6,45,3,477
1535,6,44,1,4809
1536,6,46,5,1235
1537,6,9,4,1628
1538,6,42,5,1121
1539,6,49,2,2673
1540,6,52,4,2702
1541,6,56,5,17
1542,6,21,2,2152
1543,6,31,1,5076
1544,6,39,2,1446
1545,6,56,3,4006
1546,6,27,2,175
1547,6,33,1,3982
1548,6,29,2,4334
1549,6,29,3,7677
1550,6,42,2,6991
1551,6,18,2,922
1552,6,46,4,1041
1553,6,7,3,3412
1554,6,41,1,1721
1555,6,47,1,6478
1556,6,53,4,6597
1557,6,21,5,5680
1558,6,35,4,5613
1559,6,18,4,5371
1560,6,11,2,1771
1561,6,40,4,7785
1562,6,14,1,7336
1563,6,5,5,3654
1564,6,15,2,4964
1565,6,21,3,6363
1566,6,9,3,309
1567,6,5,2,3144
1568,6,34,1,5861
1569,6,36,2,4897
1570,6,56,2,3187
1571,6,12,4,236
1572,6,8,4,1957
1573,6,43,4,3187
1574,6,22,2,1126
1575,6,12,5,849
1576,6,14,3,677
1577,6,28,1,5511
1578,6,9,2,7781
1579,6,28,4,7333
1580,6,47,2,458
1581,6,37,4,2194
1582,6,37,5,5058
1583,6,16,5,7465
1584,6,44,4,1092
1585,6,33,2,243
1586,6,14,4,5184
1587,6,11,4,4133
1588,6,39,4,2581
1589,6,50,4,4706
1590,6,4,3,3516
1591,6,10,4,4677
1592,6,33,4,6117
1593,6,1,1,5303
1594,6,42,1,5496
1595,6,27,3,4404
1596,6,32,4,3660
1597,6,3,4,3185
1598,6,4,1,7117
1599,6,7,4,3022
1600,6,53,2,6098
1601,6,41,2,243
1602,6,1,2,7371
1603,6,11,1,1199
1604,6,30,2,1348
1605,6,50,5,4752
1606,6,52,2,5549
1607,6,19,3,6535
1608,6,52,3,776
1609,6,44,3,226
1610,6,31,2,6140
1611,6,37,2,2514
1612,6,32,2,3328
1613,6,10,2,4826
1614,6,4,2,6434
1615,6,39,5,4914
1616,6,29,5,1284
1617,6,19,5,4506
1618,6,28,2,5068
1619,6,16,3,4942
1620,6,17,5,6787
1621,6,7,2,4050
1622,6,21,4,4448
1623,6,33,3,3594
1624,6,14,5,276
1625,6,48,2,2264
1626,6,17,2,4335
1627,6,25,4,7407
1628,6,48,1,6736
1629,6,45,2,6024
1630,6,12,2,5563
1631,6,45,1,5535
1632,6,38,2,207
1633,6,47,4,2089
1634,6,26,5,6898
1635,6,29,1,6680
1636,6,53,3,5353
1637,6,56,1,161
1638,6,55,5,3589
1639,6,27,4,7009
1640,6,40,3,6590
1641,6,47,5,413
1642,6,51,1,2573
1643,6,42,4,6556
1644,6,1,5,6187
1645,7,27,2,2993
1646,7,24,1,2696
1647,7,18,2,828
1648,7,17,5,2001
1649,7,53,4,1321
1650,7,1,1,3495
1651,7,1,3,7455
1652,7,3,3,3608
1653,7,29,4,241
1654,7,35,5,7924
1655,7,21,2,484
1656,7,9,2,1097
1657,7,10,2,2258
1658,7,13,4,5305
1659,7,36,4,5410
1660,7,5,1,3161
1661,7,24,5,6733
1662,7,12,2,277
1663,7,33,3,1802
1664,7,50,4,1852
1665,7,41,2,3734
1666,7,46,3,2564
1667,7,35,1,7967
1668,7,38,5,5223
1669,7,11,4,4589
1670,7,35,4,3605
1671,7,25,1,2885
1672,7,52,2,6213
1673,7,16,5,6792
1674,7,51,5,7894
1675,7,6,3,1271
1676,7,29,1,1657
1677,7,54,1,4735
1678,7,25,4,4610
1679,7,6,4,1872
1680,7,32,3,189
1681,7,33,5,4286
1682,7,9,5,6566
1683,7,14,2,2564
1684,7,14,3,6864
1685,7,8,2,4020
1686,7,37,5,2814
1687,7,31,1,4785
1688,7,48,1,3228
1689,7,26,2,4244
1690,7,11,3,532
1691,7,53,5,1677
1692,7,1,5,6839
1693,7,52,3,3823
1694,7,25,3,4592
1695,7,30,3,4477
1696,7,28,4,3401
1697,7,15,5,6995
1698,7,54,5,2897
1699,7,31,4,4080
1700,7,22,1,1716
1701,7,12,4,1446
1702,7,24,2,7953
1703,7,21,5,6761
1704,7,17,3,2095
1705,7,50,5,3947
1706,7,5,3,5111
1707,7,28,1,1473
1708,7,53,2,6386
1709,7,22,4,1480
1710,7,45,1,5637
1711,7,25,2,1686
1712,7,47,1,5841
1713,7,49,1,5126
1714,7,30,4,6067
1715,7,55,4,7093
1716,7,51,4,2062
1717,7,33,4,7743
1718,7,49,3,7991
1719,7,7,5,4804
1720,7,40,2,3759
1721,7,27,3,2490
1722,7,51,1,7800
1723,7,54,2,6859
1724,7,27,4,2642
1725,7,19,4,481
1726,7,54,3,6895
1727,7,24,4,1661
1728,7,4,2,5210
1729,7,21,4,4482
1730,7,7,1,5187
1731,7,50,2,2709
1732,7,39,1,4872
1733,7,3,4,1718
1734,7,47,2,1614
1735,7,17,2,3521
1736,7,38,1,3182
1737,7,4,3,7057
1738,7,7,4,993
1739,7,49,5,5894
1740,7,8,3,3527
1741,7,6,5,1931
1742,7,19,3,1103
1743,7,14,1,2462
1744,7,29,3,6930
1745,7,42,2,3189
1746,7,6,1,482
1747,7,43,3,2561
1748,7,56,3,7052
1749,7,46,5,3215
1750,7,18,5,2037
1751,7,56,4,1434
1752,7,30,5,4592
1753,7,16,3,5617
1754,7,34,1,1561
1755,7,2,2,7815
1756,7,23,5,7823
1757,7,47,5,2059
1758,7,26,4,1096
1759,7,23,3,5720
1760,7,17,1,7992
1761,7,10,5,6485
1762,7,19,5,6800
1763,7,48,5,2298
1764,7,42,4,2358
1765,7,26,1,6117
1766,7,18,3,15
1767,7,36,2,7040
1768,7,32,4,6401
1769,7,49,2,1466
1770,7,23,1,3979
1771,7,4,5,77
1772,7,6,2,4383
1773,7,7,3,5513
1774,7,51,2,7552
1775,7,5,5,3363
1776,7,9,4,3428
1777,7,21,1,6591
1778,7,44,1,5226
1779,7,40,3,4316
1780,7,22,2,500
1781,7,44,3,3754
1782,7,11,1,892
1783,7,56,2,7066
1784,7,36,3,6743
1785,7,18,1,7345
1786,7,29,5,6629
1787,7,43,2,3668
1788,7,1,4,2545
1789,7,34,2,4044
1790,7,40,1,953
1791,7,3,1,3591
1792,7,11,5,768
1793,7,31,3,4089
1794,7,44,5,2575
1795,7,10,3,1169
1796,7,38,4,6632
1797,7,13,3,2828
1798,7,34,3,5998
1799,7,56,1,7169
1800,7,45,4,848
1801,7,13,1,5050
1802,7,37,3,5613
1803,7,22,3,7309
1804,7,3,2,6864
1805,7,52,1,4012
1806,7,19,1,6620
1807,7,36,1,7632
1808,7,50,3,3389
1809,7,10,1,3083
1810,7,8,1,6711
1811,7,30,1,4195
1812,7,3,5,3363
1813,7,51,3,250
1814,7,22,5,870
1815,7,15,4,1938
1816,7,20,3,5641
1817,7,55,2,5230
1818,7,21,3,854
1819,7,34,4,3101
1820,7,55,1,3279
1821,7,37,2,7398
1822,7,15,3,6517
1823,7,53,3,6546
1824,7,27,1,2292
1825,7,31,2,5564
1826,7,45,2,7099
1827,7,8,5,509
1828,7,54,4,4672
1829,7,15,2,1295
1830,7,43,5,4907
1831,7,2,3,1551
1832,7,32,1,6761
1833,7,4,1,7779
1834,7,48,3,5054
1835,7,12,3,6681
1836,7,55,3,3181
1837,7,10,4,3091
1838,7,15,1,6406
1839,7,52,4,4711
1840,7,26,5,5384
1841,7,47,4,1704
1842,7,2,5,5022
1843,7,34,5,5435
1844,7,27,5,7851
1845,7,53,1,5164
1846,7,16,2,1707
1847,7,23,2,7066
1848,7,42,1,2881
1849,7,13,2,815
1850,7,16,4,3963
1851,7,46,4,190
1852,7,55,5,775
1853,7,41,5,2961
1854,7,50,1,6318
1855,7,28,3,2898
1856,7,44,2,2381
1857,7,44,4,1646
1858,7,5,2,390
1859,7,43,4,2483
1860,7,38,3,447
1861,7,2,4,1582
1862,7,41,4,3389
1863,7,13,5,4112
1864,7,46,1,6097
1865,7,45,5,7486
1866,7,33,2,7902
1867,7,28,5,2474
1868,7,35,2,7477
1869,7,14,4,3551
1870,7,42,5,7749
1871,7,35,3,2947
1872,7,17,4,5941
1873,7,26,3,2572
1874,7,20,5,5776
1875,7,25,5,635
1876,7,1,2,3557
1877,7,45,3,88
1878,7,39,3,4504
1879,7,39,4,2951
1880,7,43,1,6210
1881,7,38,2,7164
1882,7,4,4,502
1883,7,49,4,561
1884,7,7,2,2730
1885,7,2,1,994
1886,7,20,2,4398
1887,7,56,5,84
1888,7,18,4,7835
1889,7,32,5,7370
1890,7,28,2,6702
1891,7,19,2,6140
1892,7,48,2,7975
1893,7,23,4,755
1894,7,46,2,5211
1895,7,29,2,92
1896,7,37,1,3362
1897,7,20,4,3581
1898,7,41,1,4651
1899,7,11,2,2933
1900,7,9,3,7307
1901,7,9,1,1874
1902,7,36,5,2919
1903,7,52,5,4848
1904,7,12,1,2682
1905,7,12,5,5321
1906,7,32,2,2137
1907,7,39,2,1191
1908,7,20,1,5830
1909,7,37,4,7022
1910,7,8,4,3853
1911,7,41,3,2840
1912,7,42,3,4618
1913,7,14,5,5923
1914,7,48,4,7519
1915,7,40,5,7115
1916,7,5,4,935
1917,7,24,3,3842
1918,7,39,5,5814
1919,7,33,1,2068
1920,7,47,3,4320
1921,7,16,1,243
1922,8,22,4,2499
1923,8,50,2,3005
1924,8,30,4,1895
1925,8,43,1,5591
1926,8,23,4,5991
1927,8,15,1,1161
1928,8,7,5,1306
1929,8,2,4,5335
1930,8,3,2,6400
1931,8,9,1,527
1932,8,27,3,6570
1933,8,32,5,7659
1934,8,43,5,5643
1935,8,30,5,7909
1936,8,29,2,5807
1937,8,19,2,4937
1938,8,28,1,3596
1939,8,27,5,2813
1940,8,27,4,6373
1941,8,18,3,6868
1942,8,48,1,1284
1943,8,17,4,5701
1944,8,26,4,7347
1945,8,24,2,3681
1946,8,6,4,4011
1947,8,36,4,3203
1948,8,6,3,4336
1949,8,14,2,786
1950,8,10,2,7667
1951,8,50,4,2326
1952,8,33,1,7314
1953,8,21,1,3711
1954,8,2,5,5206
1955,8,31,5,2794
1956,8,13,2,6431
1957,8,45,4,4774
1958,8,5,5,2272
1959,8,53,1,6605
1960,8,2,1,3564
1961,8,1,5,1423
1962,8,25,1,3441
1963,8,43,3,7544
1964,8,32,1,3208
1965,8,40,2,6726
1966,8,29,1,2491
1967,8,33,4,6120
1968,8,7,2,3858
1969,8,48,3,4814
1970,8,5,1,7282
1971,8,18,5,4999
1972,8,2,2,1975
1973,8,52,4,6677
1974,8,55,3,3415
1975,8,34,3,7789
1976,8,54,4,1853
1977,8,14,3,2553
1978,8,53,5,23
1979,8,30,2,7424
1980,8,15,4,4038
1981,8,50,3,186
1982,8,18,4,4351
1983,8,12,1,2090
1984,8,32,2,3148
1985,8,46,1,7384
1986,8,12,4,4708
1987,8,4,3,2591
1988,8,16,3,7168
1989,8,44,4,1566
1990,8,48,5,2680
1991,8,56,4,7869
1992,8,8,5,7688
1993,8,32,4,5787
1994,8,11,4,3977
1995,8,25,4,3564
1996,8,41,1,2729
1997,8,52,5,2868
1998,8,39,5,3015
1999,8,14,1,4372
2000,8,17,1,6136
2001,8,56,1,3383
2002,8,1,3,6966
2003,8,53,4,4921
2004,8,8,1,2957
2005,8,35,2,2041
2006,8,27,2,2520
2007,8,23,5,4357
2008,8,48,4,2959
2009,8,42,3,669
2010,8,26,2,6550
2011,8,14,4,6541
2012,8,19,4,6884
2013,8,16,2,1648
2014,8,32,3,3262
2015,8,45,1,7402
2016,8,4,4,1647
2017,8,46,5,3848
2018,8,54,2,2723
2019,8,51,5,2272
2020,8,12,5,3192
2021,8,38,2,3587
2022,8,49,4,800
2023,8,9,2,715
2024,8,55,1,1459
2025,8,3,3,1765
2026,8,31,3,4061
2027,8,11,1,4335
2028,8,21,2,5167
2029,8,19,3,3881
2030,8,28,5,6863
2031,8,36,3,3316
2032,8,52,2,1052
2033,8,17,3,4685
2034,8,11,2,7696
2035,8,23,2,7592
2036,8,3,1,6282
2037,8,56,3,3928
2038,8,31,2,5829
2039,8,15,2,5154
2040,8,41,3,2383
2041,8,37,4,4829
2042,8,25,2,2188
2043,8,53,3,70
2044,8,50,1,4279
2045,8,40,3,5984
2046,8,6,1,4740
2047,8,19,5,2717
2048,8,33,2,2618
2049,8,39,1,1528
2050,8,55,5,5614
2051,8,10,4,2776
2052,8,44,2,1092
2053,8,25,5,4241
2054,8,29,5,4425
2055,8,8,4,1377
2056,8,7,3,6866
2057,8,54,1,4381
2058,8,22,2,3218
2059,8,24,3,4522
2060,8,18,2,3548
2061,8,10,3,7741
2062,8,34,4,56
2063,8,56,2,3305
2064,8,4,5,1851
2065,8,26,1,2787
2066,8,9,3,7317
2067,8,14,5,6797
2068,8,4,1,1187
2069,8,56,5,5338
2070,8,51,4,489
2071,8,7,4,3599
2072,8,36,5,3672
2073,8,39,2,401
2074,8,3,5,5927
2075,8,17,5,4102
2076,8,20,5,6301
2077,8,46,4,5749
2078,8,19,1,1092
2079,8,54,3,6903
2080,8,21,3,360
2081,8,44,5,5040
2082,8,10,5,5658
2083,8,52,1,1486
2084,8,45,3,7039
2085,8,1,4,1974
2086,8,38,3,449
2087,8,47,3,3647
2088,8,45,2,5871
2089,8,41,5,4454
2090,8,33,3,2883
2091,8,8,3,4151
2092,8,41,4,3596
2093,8,54,5,2874
2094,8,28,2,4039
2095,8,13,5,41
2096,8,36,2,3283
2097,8,22,1,1659
2098,8,34,2,2830
2099,8,51,2,7001
2100,8,25,3,509
2101,8,44,1,181
2102,8,30,3,5627
2103,8,5,2,263
2104,8,18,1,2321
2105,8,49,2,4732
2106,8,16,5,3247
2107,8,38,4,5442
2108,8,15,3,1805
2109,8,49,1,7198
2110,8,30,1,6895
2111,8,22,5,5236
2112,8,38,5,1931
2113,8,40,5,3372
2114,8,36,1,2017
2115,8,41,2,6837
2116,8,55,2,6133
2117,8,26,3,940
2118,8,37,3,7750
2119,8,50,5,6261
2120,8,49,5,1698
2121,8,47,1,1301
2122,8,11,5,7119
2123,8,43,2,3175
2124,8,37,2,7886
2125,8,38,1,5853
2126,8,43,4,3349
2127,8,6,5,6017
2128,8,42,5,700
2129,8,20,2,5240
2130,8,20,4,5524
2131,8,40,1,7392
2132,8,31,4,5093
2133,8,35,4,1672
2134,8,35,5,1116
2135,8,42,2,2953
2136,8,45,5,4965
2137,8,9,5,3645
2138,8,29,3,4606
2139,8,29,4,566
2140,8,46,2,7101
2141,8,5,4,6405
2142,8,16,1,3495
2143,8,21,4,7965
2144,8,17,2,5875
2145,8,42,1,3740
2146,8,47,2,1583
2147,8,35,1,4100
2148,8,33,5,1436
2149,8,16,4,3675
2150,8,52,3,5789
2151,8,47,4,2191
2152,8,13,3,7817
2153,8,49,3,3106
2154,8,24,5,3888
2155,8,8,2,661
2156,8,1,2,1881
2157,8,34,5,188
2158,8,4,2,3718
2159,8,39,4,7707
2160,8,28,3,7514
2161,8,35,3,5419
2162,8,7,1,2965
2163,8,24,1,4546
2164,8,37,1,7477
2165,8,27,1,2148
2166,8,48,2,3387
2167,8,51,1,1140
2168,8,20,1,55
2169,8,24,4,287
2170,8,21,5,3736
2171,8,26,5,750
2172,8,22,3,7719
2173,8,13,1,5771
2174,8,15,5,3910
2175,8,11,3,5837
2176,8,20,3,5057
2177,8,5,3,2157
2178,8,23,3,3267
2179,8,10,1,3268
2180,8,9,4,7346
2181,8,12,2,6249
2182,8,55,4,7271
2183,8,23,1,6355
2184,8,39,3,2337
2185,8,47,5,2752
2186,8,40,4,2970
2187,8,46,3,2812
2188,8,12,3,881
2189,8,42,4,3513
2190,8,2,3,1700
2191,9,36,4,6381
2192,9,14,5,3657
2193,9,52,3,4165
2194,9,6,5,3817
2195,9,35,5,4874
2196,9,4,5,5813
2197,9,38,5,713
2198,9,28,3,6324
2199,9,49,3,2533
2200,9,11,4,3842
2201,9,55,2,5007
2202,9,10,1,7118
2203,9,44,1,7379
2204,9,45,2,7381
2205,9,40,2,4679
2206,9,35,4,958
2207,9,56,5,3237
2208,9,49,4,99
2209,9,52,4,3541
2210,9,17,4,221
2211,9,1,4,1936
2212,9,44,3,4122
2213,9,42,1,108
2214,9,6,1,1695
2215,9,29,1,1860
2216,9,48,4,3482
2217,9,34,2,6274
2218,9,37,5,5528
2219,9,18,5,2970
2220,9,47,2,6397
2221,9,5,3,7976
2222,9,27,3,2701
2223,9,15,5,5166
2224,9,20,1,3715
2225,9,15,1,2062
2226,9,25,1,1354
2227,9,9,4,991
2228,9,13,5,4643
2229,9,32,3,2201
2230,9,4,1,5837
2231,9,56,3,3298
2232,9,46,2,171
2233,9,44,2,1321
2234,9,14,1,6186
2235,9,42,3,1278
2236,9,45,1,4404
2237,9,39,3,3122
2238,9,54,2,4911
2239,9,16,3,4859
2240,9,47,3,3424
2241,9,33,2,2275
2242,9,24,2,4644
2243,9,50,1,7403
2244,9,17,2,3866
2245,9,21,3,1679
2246,9,7,1,4122
2247,9,3,2,669
2248,9,35,2,1310
2249,9,46,1,591
2250,9,11,3,7192
2251,9,28,2,2274
2252,9,52,2,3196
2253,9,12,5,626
2254,9,2,1,4331
2255,9,45,5,5526
2256,9,23,3,6682
2257,9,40,5,3451
2258,9,15,2,3140
2259,9,27,1,6543
2260,9,33,5,7506
2261,9,18,2,3134
2262,9,55,5,866
2263,9,48,5,5423
2264,9,14,4,856
2265,9,8,3,7457
2266,9,49,1,1994
2267,9,6,2,205
2268,9,1,2,6533
2269,9,8,4,7192
2270,9,2,5,4397
2271,9,27,4,1607
2272,9,45,3,2443
2273,9,38,2,6898
2274,9,21,2,1035
2275,9,29,4,3463
2276,9,46,3,4654
2277,9,50,3,4174
2278,9,16,5,7508
2279,9,51,5,5118
2280,9,37,1,5741
2281,9,18,3,4822
2282,9,15,4,6651
2283,9,56,1,175
2284,9,25,5,7420
2285,9,18,4,1233
2286,9,31,1,56
2287,9,22,4,2958
2288,9,44,4,7553
2289,9,28,1,1890
2290,9,50,5,1346
2291,9,36,3,3479
2292,9,12,3,1284
2293,9,48,1,4361
2294,9,8,1,1149
2295,9,13,3,1789
2296,9,41,1,2504
2297,9,10,2,5206
2298,9,19,1,5499
2299,9,53,3,4271
2300,9,41,2,4370
2301,9,47,4,3240
2302,9,17,5,2052
2303,9,4,2,6032
2304,9,23,4,858
2305,9,4,4,6668
2306,9,33,3,2481
2307,9,26,1,899
2308,9,32,5,1696
2309,9,16,4,6940
2310,9,9,3,5375
2311,9,14,2,6479
2312,9,11,5,308
2313,9,19,3,4955
2314,9,11,1,4754
2315,9,54,1,3789
2316,9,29,3,1223
2317,9,16,2,3380
2318,9,29,2,5710
2319,9,10,5,3853
2320,9,20,2,1046
2321,9,6,4,4190
2322,9,5,1,7890
2323,9,38,4,2352
2324,9,21,5,1494
2325,9,10,3,7706
2326,9,41,3,1374
2327,9,39,1,897
2328,9,53,4,4733
2329,9,49,5,4462
2330,9,24,3,496
2331,9,16,1,4806
2332,9,20,4,1064
2333,9,51,3,7026
2334,9,24,1,3835
2335,9,55,3,4832
2336,9,50,4,6923
2337,9,42,2,7893
2338,9,34,4,1230
2339,9,31,2,6056
2340,9,13,4,7516
2341,9,4,3,1874
2342,9,27,2,1401
2343,9,24,4,7057
2344,9,3,5,2277
2345,9,24,5,6459
2346,9,44,5,6523
2347,9,13,1,893
2348,9,33,4,7032
2349,9,7,4,453
2350,9,11,2,3876
2351,9,12,1,2009
2352,9,51,4,4969
2353,9,35,1,4771
2354,9,41,5,4039
2355,9,43,2,1751
2356,9,23,1,6896
2357,9,51,2,3690
2358,9,50,2,154
2359,9,6,3,2687
2360,9,26,3,582
2361,9,43,3,4934
2362,9,26,5,1262
2363,9,52,1,2134
2364,9,23,5,275
2365,9,55,4,6611
2366,9,56,2,5036
2367,9,8,5,376
2368,9,1,3,6711
2369,9,19,4,1408
2370,9,9,5,4788
2371,9,52,5,1666
2372,9,54,5,7717
2373,9,10,4,7947
2374,9,15,3,6853
2375,9,22,3,5936
2376,9,32,1,1473
2377,9,12,2,5154
2378,9,46,5,553
2379,9,12,4,3393
2380,9,18,1,4350
2381,9,49,2,2030
2382,9,48,2,4532
2383,9,30,5,1775
2384,9,28,4,4454
2385,9,36,2,1174
2386,9,31,3,5341
2387,9,54,4,5996
2388,9,47,5,1143
2389,9,7,3,5067
2390,9,19,2,842
2391,9,30,1,4446
2392,9,22,1,184
2393,9,19,5,6880
2394,9,36,5,4471
2395,9,7,5,7922
2396,9,29,5,4940
2397,9,37,3,6702
2398,9,22,2,2143
2399,9,3,4,6900
2400,9,53,5,6619
2401,9,34,5,4690
2402,9,3,3,5988
2403,9,43,1,3134
2404,9,25,2,5299
2405,9,21,1,6252
2406,9,31,5,6134
2407,9,53,1,373
2408,9,5,5,2204
2409,9,40,4,4671
2410,9,41,4,2154
2411,9,26,2,6308
2412,9,53,2,1775
2413,9,47,1,4442
2414,9,32,2,4142
2415,9,5,4,7398
2416,9,42,5,4365
2417,9,55,1,7355
2418,9,43,5,3938
2419,9,27,5,1184
2420,9,51,1,1944
2421,9,17,3,3067
2422,9,30,3,5086
2423,9,25,4,3112
2424,9,28,5,3016
2425,9,2,2,6994
2426,9,30,2,2706
2427,9,42,4,2022
2428,9,45,4,5719
2429,9,8,2,7533
2430,9,25,3,2740
2431,9,38,1,7611
2432,9,2,3,1283
2433,9,37,2,2401
2434,9,13,2,5170
2435,9,22,5,3525
